Title,Date,Category,Link
Former Southeastern Connecticut Counselor Sentenced for Health Care Fraud and Kickback Offenses,"July 9, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-southeastern-connecticut-counselor-sentenced-for-health-care-fraud-and-kickback-offenses/
Investigation Into TennCare Fraud Results In Arrests In Memphis,"July 9, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/investigation-into-tenncare-fraud-results-in-arrests-in-memphis/
"Jefferson County Doctor, Staffers Accused of Conspiracy, Health Care Fraud","July 8, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jefferson-county-doctor-staffers-accused-of-conspiracy-health-care-fraud/
Illegal Alien and Two Others Sentenced to Federal Prison in Organ Transplant Scheme,"July 3, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/illegal-alien-and-two-others-sentenced-to-federal-prison-in-organ-transplant-scheme/
Attorney General James Announces Arrest of Tompkins County Transportation Company Owner for Stealing Over $1 Million from Medicaid,"July 3, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-arrest-of-tompkins-county-transportation-company-owner-for-stealing-over-1-million-from-medicaid/
Attorney General James Announces Indictment of Orange County Transportation Company for Stealing Over $2.3 Million from Medicaid,"July 3, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-indictment-of-orange-county-transportation-company-for-stealing-over-23-million-from-medicaid/
Sioux Falls Man And Woman Sentenced For Embezzlement And Theft From Indian Tribal Organization,"July 2, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sioux-falls-man-and-woman-sentenced-for-embezzlement-and-theft-from-indian-tribal-organization/
Nine Individuals Charged In Middle District Of Florida In Connection With Health Care Fraud Schemes,"July 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nine-individuals-charged-in-middle-district-of-florida-in-connection-with-health-care-fraud-schemes/
National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims - California,"July 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims-california/
Suburban Chicago Physician Pleads Guilty To Federal Health Care Fraud Charges,"July 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suburban-chicago-physician-pleads-guilty-to-federal-health-care-fraud-charges/
Former Senior Policy Advisor To Austin City Official Sentenced For Federal Conspiracy,"July 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-senior-policy-advisor-to-austin-city-official-sentenced-for-federal-conspiracy/
Home Health Providers To Pay $4.5M To Resolve Alleged False Claims Act Liability For Providing Kickbacks To Assisted Living Facilities And Doctors,"July 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-providers-to-pay-45m-to-resolve-alleged-false-claims-act-liability-for-providing-kickbacks-to-assisted-living-facilities-and-doctors/
Attorney General Alan Wilson announces arrest of Easley woman accused of stealing from assisted living facility resident,"July 1, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-easley-woman-accused-of-stealing-from-assisted-living-facility-resident/
Seven Charged In Arizona As Part Of The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/seven-charged-in-arizona-as-part-of-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/
Tareen Dermatology Agrees To Pay More Than $1.6 Million To Resolve Alleged False Claims Act Violations,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tareen-dermatology-agrees-to-pay-more-than-16-million-to-resolve-alleged-false-claims-act-violations/
Researcher At University Of Montana Admits Falsifying Records In Federal Investigation,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/researcher-at-university-of-montana-admits-falsifying-records-in-federal-investigation/
Georgia Chiropractor Admits $14.9 Million Health Care Fraud And Kickback Scheme Related To Durable Medical Equipment And Cancer Genetic Testing,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/georgia-chiropractor-admits-149-million-health-care-fraud-and-kickback-scheme-related-to-durable-medical-equipment-and-cancer-genetic-testing/
U.S. Attorney’s Office Announces Two Indictments of Health Care Fraud Related Charges,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorneys-office-announces-two-indictments-of-health-care-fraud-related-charges/
Three Baton Rouge Individuals Charged In Federal Court In Connection With The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-baton-rouge-individuals-charged-in-federal-court-in-connection-with-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/
Emergency Room Doctor Pleads Guilty To HIPAA Violation,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/emergency-room-doctor-pleads-guilty-to-hipaa-violation/
West Monroe Man Charged In Federal Court In Connection With The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/west-monroe-man-charged-in-federal-court-in-connection-with-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/
Montclair Pharmacist Charged With Submitting Over $300 Million In Fraudulent Claims To Medi-Cal In Medication Reimbursement Scam,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/montclair-pharmacist-charged-with-submitting-over-300-million-in-fraudulent-claims-to-medi-cal-in-medication-reimbursement-scam/
Bloomfield Man Pleads Guilty To Health Care Fraud Charge,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bloomfield-man-pleads-guilty-to-health-care-fraud-charge/
Magellan Diagnostics Pleads Guilty To Criminal FDCA Charges,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/magellan-diagnostics-pleads-guilty-to-criminal-fdca-charges/
Eastern District of Michigan Charges Six Individuals As Part Of National Health Care Fraud Takedown,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims-six-defendants-charged-in-the-eastern-district-of-michigan/
U.S. Attorney Breon Peace Announces 11 Arrests in National Health Care Fraud Enforcement Action,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-breon-peace-announces-11-arrests-in-national-health-care-fraud-enforcement-action/
Middle District Of Tennessee Charges Four Individuals Responsible For $15 Million In False Medicare Billing As Part Of National Health Care Fraud Takedown,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/middle-district-of-tennessee-charges-four-individuals-responsible-for-15-million-in-false-medicare-billing-as-part-of-national-health-care-fraud-takedown/
Madison Man Charged With Conspiracy To Defraud The United States As Part Of Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/madison-man-charged-with-conspiracy-to-defraud-the-united-states-as-part-of-department-of-justices-2024-national-health-care-fraud-enforcement-action/
Eight Charged Locally As Part Of National Health Care Fraud Enforcement Action,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eight-charged-locally-as-part-of-national-health-care-fraud-enforcement-action/
U.S. Attorney Bennett Announces Participation in Coordinated National Health Care Fraud Enforcement Action,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-bennett-announces-participation-in-coordinated-national-health-care-fraud-enforcement-action/
Kalamazoo Doctor Charged for Role in Telehealth Fraud Scheme,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kalamazoo-doctor-charged-for-role-in-telehealth-fraud-scheme/
National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims - Virginia,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims-virginia/
National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims/
Podiatrist Sentenced for $4M Foot Bath Fraud Scheme,"June 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/podiatrist-sentenced-for-4m-foot-bath-fraud-scheme/
Attorney General Mayes Highlights Participation In National Health Care Fraud Enforcement Action,"June 27, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-mayes-highlights-participation-in-national-health-care-fraud-enforcement-action/
Attorney General James Announces Indictments of Rensselaer and Orange County Medical Transport Companies for Stealing over $4.4 Million From Medicaid,"June 27, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-indictments-of-rensselaer-and-orange-county-medical-transport-companies-for-stealing-over-44-million-from-medicaid/
U.S. Attorney Announces Settlement Of Civil Fraud Lawsuit Against VNS Health And Related Entities For Billing For Services They Failed To Provide Or Document,"June 26, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-settlement-of-civil-fraud-lawsuit-against-vns-health-and-related-entities-for-billing-for-services-they-failed-to-provide-or-document/
"Former Panama City Doctor Agrees To $550,000 Consent Judgment To Resolve FCA and CSA Lawsuit","June 25, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-panama-city-doctor-agrees-to-550000-consent-judgment-to-resolve-fca-and-csa-lawsuit/
Houston Dental Clinic Operator Heads To Prison For Role In $6M Pediatric Fraud Scheme,"June 25, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-dental-clinic-operator-heads-to-prison-for-role-in-6m-pediatric-fraud-scheme/
"Palo Alto Medical Foundation and Palo Alto Foundation Medical Group Agreed to Pay $291,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Claimed","June 25, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/palo-alto-medical-foundation-and-palo-alto-foundation-medical-group-agreed-to-pay-291000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-provided-as-claimed/
Ingham County Nurse Charged With Falsifying Medical Records Connected To Resident Fall,"June 25, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ingham-county-nurse-charged-with-falsifying-medical-records-connected-to-resident-fall/
Milford Woman Pleads Guilty To Theft Of Medicaid Funds,"June 25, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/milford-woman-pleads-guilty-to-theft-of-medicaid-funds/
Pharmacy Owners Sentenced For $18M COVID-19 Health Care Fraud And Money Laundering Scheme,"June 24, 2024",COVID-19,https://oig.hhs.gov/fraud/enforcement/pharmacy-owners-sentenced-for-18m-covid-19-health-care-fraud-and-money-laundering-scheme/
Texas Medical Center Institutions Agree To Pay $15M Record Settlement Involving Concurrent Billing Claims For Critical Surgeries,"June 24, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-medical-center-institutions-agree-to-pay-15m-record-settlement-involving-concurrent-billing-claims-for-critical-surgeries/
Worcester Individual Indicted For Stealing From Rest Home And Residents,"June 24, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/worcester-individual-indicted-for-stealing-from-rest-home-and-residents/
Attorney General Alan Wilson Announces Arrest Of Barnwell Woman For Stealing From Assisted Living Resident,"June 24, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-barnwell-woman-for-stealing-from-assisted-living-resident/
Attorney General Alan Wilson Announces Arrest Of Mount Pleasant Nurse Charged With Stealing Drugs,"June 24, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-mount-pleasant-nurse-charged-with-stealing-drugs/
"Provider Agrees To Pay Over $629,000 To Settle Allegations Of False Claims Act Violations","June 21, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/provider-agrees-to-pay-over-629000-to-settle-allegations-of-false-claims-act-violations/
Doctor Convicted Of Unlawful Distribution Of Controlled Substances,"June 21, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-unlawful-distribution-of-controlled-substances/
Waterbury Man Sentenced For Medicaid Fraud,"June 21, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/waterbury-man-sentenced-for-medicaid-fraud/
Attorney General Jackley Announces Rapid City Woman Sentenced For Grand Theft By Embezzlement,"June 21, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-jackley-announces-rapid-city-woman-sentenced-for-grand-theft-by-embezzlement/
Averhealth To Pay Over $1.3 Million To Resolve False Claims Act Allegations Related To Drug Tests Used In Michigan’s Children’s Protective Services & Foster Care Programs,"June 20, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/averhealth-to-pay-over-13-million-to-resolve-false-claims-act-allegations-related-to-drug-tests-used-in-michigans-childrens-protective-services-foster-care-programs/
